edad,genero,nivel_educativo,ingresos_mensuales,ocupacion,interes_tema,uso_tecnologia,horas_disponibles,promociones_recibidas,matricula
45,M,Universitario,1827.0,Estudiante,2,5,3,1,0
37,F,Técnico,2233.0,Independiente,3,3,4,0,0
50,M,Secundaria,200.0,Independiente,2,3,6,0,0
27,F,Universitario,842.0,Empleado,5,5,2,1,0
57,M,Técnico,1154.0,Independiente,4,4,3,1,0
49,F,Postgrado,851.0,Desempleado,1,4,14,0,0
50,F,Primaria,263.0,Estudiante,4,5,1,1,0
19,F,Primaria,1836.0,Empleado,5,1,4,0,0
50,F,Postgrado,2609.0,Independiente,3,3,6,0,0
50,F,Universitario,1490.0,Desempleado,2,3,16,0,0
58,M,Técnico,2019.0,Empleado,2,4,7,1,0
30,M,Universitario,1466.0,Empleado,5,5,8,0,0
47,M,Universitario,1147.0,Empleado,1,1,9,1,0
50,F,Técnico,2235.0,Empleado,4,5,10,0,0
30,F,Primaria,357.0,Desempleado,3,4,0,1,0
43,M,Universitario,200.0,Empleado,1,4,14,0,0
39,M,Universitario,346.0,Empleado,5,3,7,1,1
56,M,Secundaria,2183.0,Estudiante,5,2,18,1,0
19,F,Universitario,1570.0,Empleado,2,1,11,1,0
55,M,Universitario,1801.0,Empleado,3,1,5,0,0
56,F,Técnico,2842.0,Estudiante,1,2,9,1,0
43,Otro,Universitario,569.0,Empleado,2,4,4,1,0
63,M,Técnico,2463.0,Empleado,3,5,6,0,0
32,M,Secundaria,1183.0,Empleado,4,1,6,1,0
51,M,Universitario,1061.0,Estudiante,4,2,8,1,0
59,M,Universitario,1565.0,Empleado,2,3,14,1,0
61,M,Universitario,1690.0,Empleado,1,3,5,0,0
57,M,Técnico,1332.0,Independiente,3,4,15,1,0
28,F,Secundaria,1988.0,Desempleado,4,1,6,0,0
20,M,Primaria,1568.0,Estudiante,4,5,14,1,0
23,F,Técnico,1341.0,Empleado,1,1,1,1,0
26,F,Primaria,1167.0,Empleado,2,3,7,1,0
23,F,Técnico,1691.0,Independiente,5,1,11,0,0
26,M,Técnico,415.0,Empleado,3,3,10,1,0
56,F,Universitario,640.0,Estudiante,4,2,5,0,0
48,M,Secundaria,1206.0,Estudiante,5,2,19,1,0
49,F,Técnico,1936.0,Empleado,1,3,12,1,0
58,F,Técnico,3214.0,Estudiante,2,5,15,1,0
29,F,Primaria,1373.0,Desempleado,3,5,7,0,0
25,M,Primaria,200.0,Estudiante,1,1,16,0,0
25,F,Secundaria,868.0,Empleado,2,3,12,0,0
45,M,Universitario,2027.0,Empleado,1,4,3,1,0
37,M,Secundaria,724.0,Empleado,4,5,19,0,0
64,M,Universitario,455.0,Empleado,4,5,9,1,1
24,M,Postgrado,2023.0,Empleado,5,2,19,1,0
28,M,Universitario,1872.0,Estudiante,1,5,15,0,0
37,F,Secundaria,322.0,Estudiante,4,5,16,0,0
33,F,Postgrado,784.0,Empleado,2,5,7,0,0
21,M,Primaria,2496.0,Empleado,5,3,10,0,0
23,M,Técnico,2182.0,Estudiante,3,3,4,1,0
39,M,Universitario,542.0,Empleado,1,2,20,1,0
43,M,Universitario,200.0,Empleado,4,1,15,1,0
20,M,Técnico,1715.0,Empleado,2,5,7,0,0
58,F,Secundaria,1263.0,Empleado,1,1,20,1,0
59,M,Técnico,1645.0,Empleado,2,3,15,0,0
31,M,Técnico,2008.0,Independiente,5,5,3,0,0
28,M,Secundaria,735.0,Independiente,4,1,5,1,0
35,F,Postgrado,1154.0,Desempleado,4,1,20,1,0
29,F,Postgrado,781.0,Estudiante,5,4,7,0,0
40,F,Universitario,809.0,Empleado,2,3,8,1,0
29,F,Técnico,1952.0,Empleado,1,2,12,1,0
30,M,Universitario,1615.0,Empleado,2,2,16,1,0
42,M,Postgrado,250.0,Empleado,1,4,8,0,0
62,F,Universitario,2080.0,Empleado,5,1,12,1,0
36,M,Técnico,1220.0,Empleado,3,4,8,1,0
63,F,Secundaria,2117.0,Empleado,1,4,5,1,0
53,M,Primaria,688.0,Empleado,4,3,9,1,0
62,M,Técnico,759.0,Independiente,4,5,4,1,0
25,F,Universitario,1701.0,Independiente,4,1,6,1,0
46,F,Universitario,623.0,Empleado,2,2,10,0,0
49,F,Secundaria,1280.0,Independiente,2,2,8,1,0
61,M,Secundaria,532.0,Estudiante,2,4,9,0,0
35,F,Técnico,1187.0,Independiente,4,4,10,0,0
23,M,Técnico,1475.0,Empleado,1,4,2,1,0
35,M,Secundaria,1512.0,Empleado,4,1,7,0,0
36,M,Universitario,1208.0,Estudiante,1,4,16,1,0
39,M,Técnico,1767.0,Empleado,2,4,6,1,0
54,M,Universitario,1618.0,Empleado,3,5,11,1,0
49,M,Técnico,1429.0,Empleado,2,1,15,1,0
58,M,Secundaria,999.0,Independiente,5,3,14,0,0
20,M,Técnico,2355.0,Independiente,1,3,20,1,0
45,M,Universitario,1809.0,Empleado,3,5,12,1,0
27,M,Primaria,671.0,Empleado,2,2,17,0,0
52,M,Universitario,2019.0,Estudiante,3,3,17,0,0
46,F,Técnico,2200.0,Desempleado,4,1,4,0,0
32,M,Universitario,1435.0,Desempleado,1,2,13,1,0
50,M,Universitario,1488.0,Empleado,5,4,10,1,1
24,M,Secundaria,200.0,Estudiante,4,1,2,0,0
29,F,Universitario,825.0,Independiente,3,2,16,1,0
47,F,Secundaria,2175.0,Estudiante,2,3,11,0,0
38,F,Universitario,874.0,Empleado,1,4,2,1,0
48,F,Técnico,1372.0,Empleado,5,4,1,1,0
41,F,Técnico,813.0,Empleado,2,1,3,0,0
37,F,Universitario,1685.0,Estudiante,5,4,17,1,1
54,F,Universitario,1815.0,Empleado,1,2,19,1,0
21,M,Secundaria,1836.0,Desempleado,3,5,20,1,0
45,M,Universitario,589.0,Independiente,5,3,13,0,0
61,M,Técnico,1585.0,Empleado,1,1,7,0,0
37,F,Técnico,2761.0,Empleado,5,5,1,0,0
41,F,Universitario,2099.0,Estudiante,2,5,18,1,0
49,F,Técnico,1575.0,Empleado,5,1,9,1,0
58,M,Secundaria,200.0,Empleado,2,2,4,0,0
53,M,Universitario,1301.0,Empleado,2,3,10,1,0
51,M,Secundaria,2817.0,Empleado,1,1,8,0,0
53,M,Universitario,2555.0,Empleado,4,5,15,0,0
19,F,Secundaria,1869.0,Independiente,5,5,4,1,0
32,F,Primaria,925.0,Empleado,3,1,14,0,0
51,M,Secundaria,1542.0,Estudiante,2,5,13,0,0
53,F,Universitario,2119.0,Empleado,4,1,8,0,0
23,M,Universitario,2252.0,Empleado,2,1,19,1,0
56,Otro,Primaria,1750.0,Empleado,4,3,4,1,0
59,M,Primaria,2184.0,Independiente,4,1,14,1,0
29,M,Postgrado,1453.0,Empleado,3,5,8,1,0
20,M,Primaria,1418.0,Estudiante,4,4,3,1,0
62,M,Universitario,1133.0,Independiente,3,3,20,0,0
35,M,Secundaria,1840.0,Estudiante,1,5,20,1,0
57,F,Universitario,2300.0,Independiente,2,5,3,1,0
38,F,Secundaria,2067.0,Desempleado,3,3,19,1,0
32,F,Universitario,526.0,Estudiante,2,3,20,1,0
50,M,Universitario,568.0,Estudiante,5,5,6,1,1
52,F,Técnico,2383.0,Estudiante,1,4,14,0,0
43,M,Primaria,1641.0,Empleado,5,2,16,1,0
25,M,Universitario,1673.0,Independiente,5,5,17,0,0
53,F,Universitario,1654.0,Empleado,4,3,6,1,1
65,F,Primaria,2901.0,Empleado,4,1,18,0,0
47,M,Primaria,1143.0,Independiente,5,1,9,0,0
40,M,Universitario,2393.0,Estudiante,4,3,12,1,1
59,Otro,Secundaria,1687.0,Empleado,2,3,1,0,0
61,M,Universitario,220.0,Estudiante,4,2,19,1,0
31,M,Técnico,840.0,Desempleado,5,3,10,1,1
31,F,Universitario,1014.0,Desempleado,4,1,4,1,0
19,M,Postgrado,2374.0,Empleado,4,4,5,0,0
54,M,Postgrado,2482.0,Empleado,3,3,2,0,0
22,M,Secundaria,1783.0,Estudiante,3,2,0,0,0
55,F,Universitario,1082.0,Empleado,5,4,2,1,0
62,F,Secundaria,771.0,Empleado,2,2,2,1,0
58,F,Técnico,2410.0,Empleado,1,4,3,1,0
64,Otro,Técnico,472.0,Empleado,1,3,6,1,0
31,F,Primaria,1417.0,Estudiante,5,1,14,1,0
56,M,Postgrado,3392.0,Empleado,2,4,10,1,0
42,M,Primaria,1084.0,Empleado,2,5,17,0,0
37,F,Universitario,483.0,Estudiante,2,2,11,0,0
19,F,Universitario,200.0,Empleado,3,4,3,0,0
56,F,Universitario,3423.0,Estudiante,5,2,10,0,0
23,F,Secundaria,1779.0,Empleado,1,1,5,1,0
34,M,Técnico,805.0,Empleado,2,2,18,1,0
42,M,Universitario,1349.0,Estudiante,5,2,17,1,0
45,M,Secundaria,970.0,Estudiante,1,5,14,1,0
19,M,Técnico,200.0,Empleado,3,2,2,1,0
52,M,Secundaria,2130.0,Independiente,4,4,16,1,1
54,F,Técnico,1527.0,Estudiante,1,2,0,0,0
22,F,Universitario,2064.0,Empleado,1,3,1,0,0
18,M,Técnico,1505.0,Desempleado,1,2,18,0,0
57,M,Técnico,1605.0,Empleado,4,3,8,0,0
29,F,Técnico,200.0,Empleado,2,2,7,1,0
53,M,Técnico,2226.0,Empleado,4,2,11,1,0
62,F,Primaria,629.0,Estudiante,1,4,14,0,0
40,F,Secundaria,834.0,Desempleado,3,3,6,1,0
64,F,Técnico,1078.0,Estudiante,1,3,20,1,0
48,F,Universitario,200.0,Empleado,3,5,15,0,0
28,F,Técnico,1034.0,Empleado,5,2,6,0,0
27,M,Secundaria,978.0,Independiente,3,2,19,1,0
20,M,Técnico,1198.0,Empleado,1,4,20,1,0
31,M,Secundaria,200.0,Empleado,4,5,11,0,0
33,Otro,Postgrado,2242.0,Empleado,1,5,16,0,0
27,M,Técnico,1818.0,Independiente,1,4,10,0,0
46,M,Primaria,809.0,Empleado,5,3,3,0,0
27,F,Primaria,1035.0,Desempleado,2,1,18,1,0
29,F,Postgrado,2171.0,Estudiante,1,4,1,0,0
47,F,Secundaria,1294.0,Estudiante,5,3,1,0,0
58,M,Universitario,508.0,Empleado,4,5,16,0,0
18,M,Primaria,1433.0,Desempleado,5,4,8,1,0
22,M,Postgrado,630.0,Independiente,5,1,0,0,0
37,M,Universitario,934.0,Estudiante,3,2,9,0,0
25,M,Técnico,1460.0,Empleado,2,4,14,1,0
60,M,Primaria,2344.0,Empleado,2,1,20,1,0
29,F,Secundaria,3119.0,Estudiante,4,1,14,0,0
18,M,Técnico,2590.0,Estudiante,5,4,20,0,0
37,F,Técnico,1443.0,Independiente,4,3,1,1,0
45,F,Secundaria,3306.0,Empleado,4,4,13,1,1
60,M,Primaria,1947.0,Empleado,2,5,3,0,0
54,F,Técnico,716.0,Independiente,2,1,17,0,0
64,M,Técnico,1576.0,Empleado,2,1,8,0,0
54,M,Secundaria,974.0,Empleado,1,2,1,1,0
29,F,Primaria,502.0,Empleado,5,1,1,1,0
54,M,Postgrado,561.0,Empleado,4,2,17,1,0
61,Otro,Técnico,1382.0,Empleado,5,1,16,1,0
45,M,Universitario,2103.0,Estudiante,4,1,8,1,0
64,F,Técnico,2355.0,Independiente,4,4,7,1,1
32,M,Primaria,504.0,Estudiante,4,4,1,1,0
23,M,Secundaria,1257.0,Estudiante,4,5,1,1,0
61,M,Secundaria,1889.0,Empleado,3,3,4,0,0
37,F,Universitario,1621.0,Empleado,3,5,11,1,0
31,F,Universitario,2056.0,Empleado,1,1,15,1,0
19,F,Secundaria,1152.0,Desempleado,2,5,13,1,0
26,F,Postgrado,2518.0,Estudiante,4,4,19,0,0
54,F,Secundaria,1497.0,Desempleado,5,1,1,1,0
37,F,Postgrado,2106.0,Empleado,3,1,7,1,0
43,F,Postgrado,1195.0,Empleado,2,5,3,1,0
46,F,Secundaria,1547.0,Empleado,1,2,19,0,0
18,F,Secundaria,223.0,Independiente,2,3,8,1,0
52,F,Técnico,831.0,Empleado,4,5,19,0,0
23,M,Universitario,1334.0,Empleado,2,5,18,1,0
54,F,Técnico,1580.0,Empleado,4,3,1,1,0
22,F,Postgrado,3645.0,Estudiante,3,1,15,0,0
50,M,Universitario,1194.0,Empleado,3,1,10,0,0
31,M,Secundaria,399.0,Empleado,4,2,7,1,0
29,M,Secundaria,2862.0,Empleado,5,5,11,0,0
59,F,Universitario,2363.0,Empleado,3,3,2,1,0
37,F,Secundaria,575.0,Empleado,5,5,12,1,1
41,M,Universitario,1872.0,Independiente,4,4,1,0,0
60,F,Secundaria,2168.0,Independiente,4,5,12,1,1
51,F,Secundaria,1631.0,Independiente,3,5,7,0,0
42,M,Primaria,1761.0,Empleado,5,4,14,1,0
46,F,Universitario,994.0,Empleado,4,4,20,0,0
56,Otro,Secundaria,1903.0,Desempleado,3,3,8,1,0
48,F,Universitario,1107.0,Desempleado,4,1,10,1,0
64,F,Técnico,200.0,Empleado,2,2,20,1,0
60,Otro,Universitario,1657.0,Empleado,2,4,2,0,0
40,F,Técnico,200.0,Independiente,3,1,6,0,0
61,M,Primaria,2311.0,Independiente,4,3,13,1,0
55,F,Universitario,595.0,Estudiante,3,5,14,1,0
37,F,Primaria,200.0,Independiente,1,3,8,0,0
40,F,Técnico,200.0,Desempleado,3,3,19,0,0
62,M,Secundaria,1467.0,Empleado,3,4,10,0,0
33,F,Universitario,1649.0,Empleado,2,2,6,1,0
59,M,Postgrado,370.0,Empleado,2,4,11,0,0
25,F,Técnico,642.0,Empleado,4,5,18,0,0
38,M,Técnico,1494.0,Desempleado,3,4,17,0,0
18,M,Universitario,2278.0,Empleado,3,5,12,1,0
25,M,Primaria,532.0,Independiente,4,4,10,0,0
46,M,Postgrado,1803.0,Independiente,5,2,0,1,0
49,F,Secundaria,200.0,Empleado,4,1,5,0,0
55,F,Postgrado,1753.0,Empleado,2,2,20,1,0
22,F,Universitario,2105.0,Empleado,2,4,1,1,0
64,M,Universitario,1919.0,Independiente,3,3,12,0,0
39,M,Universitario,2296.0,Desempleado,2,1,12,0,0
64,F,Técnico,2242.0,Independiente,4,3,18,1,1
51,F,Técnico,2978.0,Empleado,3,2,8,1,0
18,M,Primaria,1587.0,Empleado,4,1,18,1,0
43,F,Universitario,2980.0,Desempleado,4,4,0,0,0
60,M,Universitario,745.0,Empleado,3,3,7,1,0
27,F,Universitario,1336.0,Empleado,5,4,13,1,1
47,F,Técnico,1408.0,Independiente,2,5,15,1,0
35,M,Primaria,666.0,Empleado,1,1,3,1,0
34,M,Secundaria,200.0,Empleado,1,3,17,1,0
43,F,Universitario,2195.0,Estudiante,1,2,13,0,0
25,M,Secundaria,756.0,Empleado,2,2,8,0,0
64,M,Secundaria,1179.0,Empleado,5,2,14,1,0
57,F,Universitario,2768.0,Empleado,4,2,2,1,0
29,M,Técnico,1958.0,Independiente,3,3,3,0,0
44,M,Técnico,2892.0,Independiente,5,5,17,1,1
25,F,Secundaria,1596.0,Empleado,1,2,13,1,0
42,F,Universitario,1944.0,Estudiante,2,2,14,0,0
63,F,Secundaria,1307.0,Independiente,2,2,7,0,0
21,F,Universitario,821.0,Desempleado,3,5,9,1,0
50,F,Primaria,1941.0,Independiente,4,1,11,0,0
18,F,Universitario,1151.0,Desempleado,5,2,20,0,0
36,M,Técnico,2016.0,Independiente,5,2,8,0,0
48,F,Técnico,1044.0,Empleado,5,2,7,0,0
33,Otro,Universitario,1360.0,Independiente,4,1,16,1,0
31,M,Universitario,1424.0,Empleado,4,2,8,1,0
65,M,Secundaria,2362.0,Estudiante,4,1,12,1,0
22,F,Universitario,1161.0,Empleado,3,1,13,1,0
58,M,Secundaria,2450.0,Independiente,2,4,4,1,0
43,M,Postgrado,776.0,Empleado,1,4,8,0,0
45,F,Universitario,1716.0,Estudiante,4,2,15,0,0
19,Otro,Secundaria,950.0,Independiente,2,3,18,1,0
23,M,Universitario,2393.0,Empleado,4,4,6,1,1
26,M,Técnico,845.0,Estudiante,1,4,11,0,0
50,M,Secundaria,927.0,Empleado,4,3,1,0,0
58,F,Postgrado,495.0,Independiente,2,5,17,1,0
42,M,Universitario,1582.0,Independiente,3,2,17,0,0
65,M,Técnico,1973.0,Desempleado,1,5,15,1,0
30,M,Técnico,1887.0,Estudiante,2,5,10,0,0
26,M,Secundaria,1385.0,Empleado,5,1,1,0,0
30,F,Postgrado,972.0,Empleado,5,1,13,1,0
48,F,Secundaria,1277.0,Estudiante,5,2,3,1,0
58,F,Secundaria,1308.0,Independiente,3,3,6,1,0
28,F,Técnico,1702.0,Desempleado,4,1,1,0,0
21,M,Técnico,1647.0,Empleado,4,4,20,1,1
51,F,Técnico,2892.0,Independiente,4,2,13,1,0
55,F,Secundaria,1532.0,Desempleado,3,5,6,0,0
63,M,Secundaria,1789.0,Estudiante,5,2,8,0,0
21,F,Secundaria,1557.0,Independiente,4,1,7,0,0
55,M,Postgrado,1239.0,Empleado,3,3,8,1,0
36,F,Secundaria,1783.0,Empleado,3,5,6,1,0
23,M,Universitario,1163.0,Empleado,2,3,18,0,0
51,Otro,Universitario,1453.0,Empleado,4,2,16,0,0
35,M,Universitario,2427.0,Independiente,5,3,12,0,0
30,F,Universitario,1112.0,Estudiante,1,3,10,1,0
58,F,Secundaria,1810.0,Empleado,3,2,17,0,0
40,F,Secundaria,200.0,Empleado,2,5,16,0,0
36,M,Técnico,1352.0,Empleado,1,3,15,1,0
62,F,Secundaria,1106.0,Independiente,3,3,9,1,0
28,F,Universitario,1596.0,Independiente,2,2,3,0,0
18,M,Universitario,1311.0,Independiente,4,4,3,1,0
41,M,Universitario,1613.0,Desempleado,2,3,10,0,0
24,F,Primaria,1197.0,Estudiante,3,1,20,1,0
42,F,Postgrado,1809.0,Empleado,4,5,7,1,1
38,M,Secundaria,200.0,Independiente,5,3,8,1,1
32,M,Técnico,1589.0,Independiente,2,2,15,1,0
18,M,Técnico,750.0,Independiente,1,1,9,0,0
29,F,Universitario,2434.0,Empleado,4,2,8,1,0
24,F,Técnico,737.0,Independiente,4,3,2,0,0
32,F,Postgrado,2296.0,Desempleado,5,1,1,0,0
38,Otro,Postgrado,1491.0,Independiente,2,5,8,1,0
36,M,Universitario,200.0,Desempleado,1,5,12,1,0
46,M,Primaria,799.0,Empleado,5,5,5,1,0
42,M,Universitario,2178.0,Empleado,2,4,3,0,0
50,M,Universitario,2133.0,Estudiante,1,2,13,1,0
49,F,Secundaria,461.0,Empleado,1,3,10,0,0
52,F,Secundaria,2750.0,Independiente,3,1,1,1,0
61,M,Secundaria,1480.0,Independiente,1,2,2,0,0
55,M,Primaria,2208.0,Estudiante,2,3,4,0,0
43,F,Técnico,531.0,Empleado,5,4,6,0,0
28,F,Postgrado,1135.0,Independiente,5,3,10,1,1
52,M,Técnico,1833.0,Empleado,3,2,11,0,0
25,Otro,Técnico,1249.0,Desempleado,2,3,10,1,0
63,F,Postgrado,200.0,Empleado,1,1,18,0,0
31,M,Secundaria,1347.0,Empleado,3,4,12,0,0
27,F,Universitario,200.0,Desempleado,4,1,3,0,0
19,M,Técnico,643.0,Empleado,2,4,13,1,0
63,F,Técnico,378.0,Desempleado,3,4,11,0,0
26,Otro,Secundaria,2406.0,Empleado,5,3,1,0,0
20,F,Técnico,2657.0,Empleado,3,1,7,1,0
38,F,Primaria,1773.0,Empleado,4,4,18,0,0
43,M,Universitario,1316.0,Estudiante,2,4,12,1,0
25,F,Secundaria,1523.0,Empleado,3,3,20,0,0
65,F,Universitario,2405.0,Empleado,1,2,20,1,0
19,F,Técnico,200.0,Empleado,2,2,0,0,0
23,F,Secundaria,640.0,Empleado,3,5,4,1,0
45,Otro,Universitario,2303.0,Desempleado,3,5,10,1,0
46,F,Secundaria,2470.0,Desempleado,2,4,10,1,0
43,M,Universitario,1972.0,Estudiante,5,2,12,1,0
42,Otro,Postgrado,664.0,Independiente,1,4,1,1,0
29,F,Universitario,2292.0,Independiente,2,1,18,0,0
22,F,Primaria,2589.0,Estudiante,1,2,15,0,0
51,F,Técnico,2075.0,Estudiante,1,2,4,1,0
65,M,Universitario,200.0,Independiente,2,2,13,1,0
54,M,Universitario,1600.0,Independiente,3,5,18,0,0
32,F,Primaria,1968.0,Empleado,5,3,4,1,0
61,F,Técnico,1088.0,Empleado,1,3,20,0,0
53,M,Técnico,1649.0,Empleado,1,5,8,1,0
32,F,Secundaria,1089.0,Empleado,3,5,11,1,0
60,M,Secundaria,811.0,Estudiante,2,5,15,1,0
65,F,Técnico,2708.0,Empleado,5,3,18,0,0
40,M,Universitario,1672.0,Independiente,1,4,14,1,0
23,M,Postgrado,615.0,Empleado,1,5,16,1,0
63,M,Universitario,399.0,Empleado,2,4,14,0,0
61,M,Técnico,811.0,Empleado,3,4,2,1,0
60,F,Secundaria,816.0,Empleado,4,1,16,1,0
62,M,Postgrado,1617.0,Empleado,3,3,12,0,0
38,M,Postgrado,1888.0,Empleado,1,4,8,0,0
40,F,Postgrado,1888.0,Empleado,1,3,12,0,0
60,F,Universitario,900.0,Empleado,5,3,15,1,1
33,M,Secundaria,2237.0,Independiente,3,1,18,1,0
64,Otro,Universitario,2482.0,Empleado,4,3,13,1,1
32,M,Técnico,1292.0,Empleado,5,4,7,0,0
42,F,Secundaria,674.0,Desempleado,4,2,18,1,0
53,F,Universitario,1580.0,Empleado,5,4,2,1,0
28,M,Primaria,3228.0,Empleado,3,4,20,1,0
32,M,Primaria,653.0,Empleado,1,3,17,0,0
21,M,Técnico,1079.0,Empleado,4,4,15,1,1
38,M,Técnico,1546.0,Estudiante,3,2,13,1,0
30,F,Universitario,1933.0,Empleado,4,3,15,0,0
39,M,Secundaria,200.0,Desempleado,3,5,16,1,0
36,M,Secundaria,2545.0,Empleado,5,4,19,1,1
51,M,Secundaria,2534.0,Empleado,3,4,10,0,0
31,M,Primaria,1160.0,Empleado,5,1,12,1,0
21,F,Primaria,3665.0,Estudiante,1,5,10,0,0
65,M,Universitario,2482.0,Estudiante,5,5,3,1,0
63,F,Técnico,2440.0,Empleado,2,2,13,0,0
44,M,Universitario,2450.0,Estudiante,1,5,4,0,0
46,M,Postgrado,2427.0,Empleado,3,1,3,1,0
64,F,Universitario,1482.0,Independiente,3,2,0,1,0
45,M,Primaria,1403.0,Independiente,2,5,13,1,0
52,F,Secundaria,745.0,Independiente,3,2,6,1,0
25,F,Universitario,1038.0,Empleado,1,5,9,1,0
33,M,Técnico,1251.0,Empleado,1,5,1,1,0
59,M,Universitario,1552.0,Empleado,5,5,9,1,1
53,M,Universitario,2779.0,Empleado,4,4,2,0,0
47,M,Postgrado,200.0,Desempleado,3,5,20,0,0
35,M,Postgrado,2576.0,Empleado,2,4,7,0,0
19,M,Técnico,690.0,Empleado,1,3,9,1,0
30,M,Secundaria,1416.0,Independiente,1,1,7,0,0
21,F,Postgrado,920.0,Empleado,1,2,13,0,0
43,F,Técnico,2983.0,Estudiante,4,2,17,0,0
42,F,Primaria,1100.0,Empleado,4,3,8,1,0
47,M,Universitario,1917.0,Estudiante,3,5,8,0,0
28,M,Técnico,1959.0,Empleado,2,1,3,0,0
24,F,Universitario,572.0,Empleado,4,3,2,1,0
48,F,Universitario,1423.0,Estudiante,5,3,13,1,1
61,F,Secundaria,2463.0,Empleado,4,2,13,0,0
27,M,Postgrado,801.0,Empleado,1,4,20,1,0
56,F,Universitario,2163.0,Empleado,2,4,15,0,0
30,F,Universitario,1235.0,Empleado,3,5,4,1,0
48,M,Secundaria,2431.0,Empleado,4,5,19,0,0
24,M,Técnico,2898.0,Empleado,1,3,14,1,0
59,F,Universitario,200.0,Estudiante,5,5,20,1,1
59,M,Primaria,429.0,Independiente,5,4,8,1,0
53,M,Secundaria,1149.0,Desempleado,3,1,6,0,0
37,F,Universitario,2672.0,Estudiante,3,2,12,1,0
21,F,Técnico,1926.0,Empleado,4,4,7,0,0
24,M,Técnico,504.0,Empleado,3,5,11,1,0
18,M,Secundaria,2043.0,Empleado,1,2,3,1,0
61,M,Técnico,769.0,Independiente,1,2,15,1,0
62,F,Universitario,2196.0,Empleado,1,3,5,1,0
59,M,Secundaria,1931.0,Independiente,4,5,4,1,0
64,Otro,Primaria,766.0,Empleado,4,3,0,1,0
30,M,Universitario,1447.0,Estudiante,3,2,13,0,0
39,M,Postgrado,2480.0,Independiente,4,3,8,1,1
38,F,Universitario,200.0,Empleado,1,5,17,1,0
39,F,Secundaria,1741.0,Independiente,2,4,5,1,0
45,M,Secundaria,614.0,Empleado,1,1,14,1,0
26,M,Universitario,1487.0,Empleado,2,4,15,1,0
43,Otro,Secundaria,1866.0,Empleado,3,2,7,1,0
26,M,Universitario,3111.0,Desempleado,5,4,18,1,1
32,F,Técnico,1479.0,Estudiante,4,3,4,0,0
27,M,Secundaria,2672.0,Empleado,4,5,13,1,1
41,F,Universitario,828.0,Empleado,1,4,6,1,0
59,F,Universitario,1104.0,Empleado,1,4,3,0,0
25,M,Universitario,1970.0,Empleado,2,5,20,0,0
41,F,Secundaria,1661.0,Empleado,4,3,0,1,0
33,M,Primaria,1237.0,Independiente,3,1,3,0,0
43,M,Técnico,1216.0,Estudiante,1,4,13,1,0
44,F,Técnico,2567.0,Empleado,4,2,15,1,0
54,M,Secundaria,1269.0,Empleado,5,3,6,1,1
21,F,Primaria,683.0,Empleado,2,3,9,1,0
41,M,Primaria,816.0,Estudiante,1,4,9,1,0
36,M,Postgrado,2036.0,Empleado,1,5,3,1,0
53,M,Universitario,3305.0,Empleado,3,4,11,0,0
56,M,Postgrado,1081.0,Independiente,1,4,5,1,0
27,M,Secundaria,3219.0,Desempleado,4,5,12,1,1
42,F,Postgrado,1491.0,Empleado,4,2,20,1,0
35,F,Secundaria,1276.0,Independiente,4,5,0,1,0
36,F,Técnico,772.0,Empleado,5,4,7,0,0
53,M,Universitario,1342.0,Empleado,5,1,15,1,0
27,M,Secundaria,895.0,Empleado,1,5,4,1,0
50,M,Técnico,831.0,Empleado,5,2,6,0,0
22,M,Secundaria,200.0,Empleado,5,5,2,1,0
64,F,Secundaria,2913.0,Estudiante,3,5,20,1,0
52,M,Universitario,2352.0,Desempleado,5,3,1,1,0
61,M,Universitario,1717.0,Independiente,2,3,1,1,0
51,F,Universitario,1385.0,Desempleado,2,4,19,0,0
50,M,Técnico,1496.0,Empleado,2,4,9,1,0
38,M,Universitario,878.0,Empleado,1,5,19,0,0
34,M,Primaria,593.0,Empleado,4,1,8,1,0
39,M,Secundaria,2074.0,Empleado,3,4,17,1,0
65,F,Postgrado,1290.0,Empleado,1,5,5,1,0
54,M,Primaria,1761.0,Empleado,4,5,19,1,0
32,M,Universitario,200.0,Empleado,3,5,5,0,0
52,M,Secundaria,1248.0,Estudiante,3,5,9,1,0
45,M,Universitario,577.0,Empleado,3,5,8,1,0
24,M,Universitario,1887.0,Empleado,2,3,8,1,0
49,F,Secundaria,2296.0,Empleado,2,2,2,0,0
28,F,Secundaria,2668.0,Empleado,2,2,11,1,0
27,F,Universitario,997.0,Independiente,3,5,10,1,0
26,M,Técnico,598.0,Empleado,3,4,13,1,0
31,F,Secundaria,1165.0,Empleado,2,1,18,1,0
30,F,Universitario,941.0,Empleado,3,5,9,0,0
42,M,Secundaria,1845.0,Independiente,2,1,18,1,0
19,F,Universitario,378.0,Empleado,2,3,4,1,0
52,M,Técnico,200.0,Empleado,2,2,8,0,0
24,M,Secundaria,1223.0,Empleado,4,3,0,1,0
38,F,Universitario,2081.0,Empleado,3,4,14,1,0
35,M,Técnico,678.0,Empleado,1,4,3,0,0
20,F,Secundaria,2179.0,Estudiante,2,5,6,0,0
59,M,Técnico,1792.0,Independiente,1,4,5,0,0
56,F,Secundaria,2737.0,Empleado,4,4,14,0,0
58,F,Secundaria,858.0,Empleado,3,3,5,0,0
28,F,Secundaria,215.0,Empleado,2,1,6,0,0
56,M,Técnico,1979.0,Empleado,2,2,19,0,0
41,M,Secundaria,1724.0,Empleado,2,4,2,1,0
